customer_id,customer_name,segment,country,state
534,Gary Hansen,Home Office,New Zealand,Auckland
535,Sean O'Donnell,Consumer,Cuba,Camagüey
536,Chuck Magee,Consumer,Israel,Jerusalem
537,Barry Franz,Home Office,Niger,Niamey
538,Ivan Gibson,Consumer,Philippines,Calabarzon
539,Fred Wasserman,Corporate,Bangladesh,Chittagong
540,David Smith,Corporate,Honduras,Yoro
541,Raymond Messe,Consumer,Netherlands,South Holland
542,Jessica Myrick,Consumer,Kazakhstan,Astana
543,Lindsay Castell,Home Office,Turkey,Ankara
544,Phillip Breyer,Corporate,Germany,North Rhine-Westphalia
545,Ted Trevino,Consumer,United Kingdom,England
546,Anthony Rawles,Corporate,Iran,Razavi Khorasan
547,Linda Southworth,Corporate,Italy,Lombardy
548,Cynthia Voltz,Corporate,Lesotho,Maseru
549,Max Jones,Consumer,Honduras,Cortés
550,Matt Collister,Corporate,Spain,Catalonia
551,Roy Französisch,Consumer,France,Champagne-Ardenne
552,Noah Childs,Corporate,Netherlands,Gelderland
553,Arianne Irving,Consumer,United States,California
554,Debra Catini,Consumer,Mexico,San Luis Potosí
555,Andy Reiter,Consumer,France,Upper Normandy
556,Heather Jas,Home Office,France,Ile-de-France
557,Carol Triggs,Consumer,Belgium,Antwerp
558,Eudokia Martin,Corporate,Mexico,Yucatán
559,Harry Greene,Consumer,United States,Louisiana
560,Lauren Leatherbury,Consumer,United States,New York
561,Ann Chong,Corporate,Ukraine,Luhans'k
562,Brooke Gillingham,Corporate,Nigeria,Lagos
563,Rick Hansen,Consumer,Indonesia,Jakarta
564,Valerie Dominguez,Consumer,Myanmar (Burma),Yangon
565,George Ashbrook,Consumer,Democratic Republic of the Congo,Kinshasa
566,Cindy Chapman,Consumer,Canada,Ontario
567,Anthony Johnson,Corporate,Australia,New South Wales
568,Anne McFarland,Consumer,Mexico,Puebla
569,Nathan Cano,Consumer,United States,New York
570,Evan Minnotte,Home Office,Germany,North Rhine-Westphalia
571,Andrew Allen,Consumer,United States,Connecticut
572,Bill Shonely,Corporate,United States,Washington
573,Steve Chapman,Corporate,Austria,Vienna
574,Patrick Jones,Corporate,Nicaragua,Managua
575,Maribeth Yedwab,Corporate,South Africa,Gauteng
576,Tamara Chand,Corporate,China,Sichuan
577,Tony Chapman,Home Office,Qatar,Ad Dawhah
578,Craig Yedwab,Corporate,Ukraine,Luhans'k
579,Tracy Blumstein,Consumer,Spain,Madrid
580,Sean Braxton,Corporate,United States,Kentucky
581,Tim Taslimi,Corporate,Australia,Western Australia
582,Kelly Lampkin,Corporate,Mexico,Jalisco
583,Pamela Stobb,Consumer,Australia,Queensland
584,Victoria Wilson,Corporate,United States,Texas
585,Harold Dahlen,Home Office,United States,Illinois
586,Lela Donovan,Corporate,Kazakhstan,Qaraghandy
587,Eugene Hildebrand,Home Office,France,Ile-de-France
588,Michelle Huthwaite,Consumer,Turkey,Samsun
589,Lena Hernandez,Consumer,Croatia,Osjecko-Baranjska
590,Brian Stugart,Consumer,Romania,Cluj
591,Sandra Glassco,Consumer,El Salvador,San Salvador
592,William Brown,Consumer,Ireland,Dublin
593,Jane Waco,Corporate,Panama,Panama
594,Dana Kaydos,Consumer,Italy,Lombardy
595,Ken Brennan,Corporate,India,Maharashtra
596,Bruce Stewart,Consumer,United States,Ohio
597,Maxwell Schwartz,Consumer,Mexico,Sinaloa
598,Jennifer Jackson,Consumer,Thailand,Bangkok
599,Adrian Barton,Consumer,Ghana,Eastern
600,Alan Schoenberger,Corporate,Iran,Semnan
601,Karen Carlisle,Corporate,Australia,Australian Capital Territory
602,Katherine Murray,Home Office,France,Brittany
603,Tamara Dahlen,Consumer,United States,Virginia
604,Erica Smith,Consumer,Thailand,Bangkok
605,Emily Phan,Consumer,Indonesia,Jakarta
606,Sonia Cooley,Consumer,Cuba,Santiago de Cuba
607,Frank Gastineau,Home Office,United States,Massachusetts
608,Denny Blanton,Consumer,El Salvador,San Salvador
609,Doug O'Connell,Consumer,Japan,Ishikawa
610,Frank Atkinson,Corporate,Honduras,Cortés
611,Dean percer,Home Office,United States,Utah
612,Lisa Hazard,Consumer,Germany,Hamburg
613,Shahid Shariari,Consumer,United States,Illinois
614,Fred Hopkins,Corporate,Australia,New South Wales
615,James Galang,Consumer,United States,New York
616,Maribeth Dona,Consumer,Rwanda,Kigali
617,Mike Caudle,Corporate,United Kingdom,England
618,Nick Zandusky,Home Office,Brazil,Santa Catarina
619,Monica Federle,Corporate,France,Rhône-Alpes
620,Benjamin Venier,Corporate,United Kingdom,England
621,Caroline Jumper,Consumer,El Salvador,San Salvador
622,Steven Ward,Corporate,Netherlands,Groningen
623,Dorothy Wardle,Corporate,Australia,South Australia
624,Rob Haberlin,Consumer,France,Provence-Alpes-Côte d'Azur
625,Alyssa Tate,Home Office,Indonesia,Jakarta
626,Becky Martin,Consumer,Nigeria,Lagos
627,Steven Cartwright,Consumer,United States,Washington
628,Richard Eichhorn,Consumer,United States,Illinois
629,Robert Waldorf,Consumer,Tanzania,Dar Es Salaam
630,Paul Prost,Home Office,Egypt,Al Iskandariyah
631,John Dryer,Consumer,Panama,Panama
632,Roy Skaria,Home Office,Morocco,Fès-Boulemane
633,Raymond Buch,Consumer,Panama,Panama
634,Karl Braun,Consumer,Panama,Panama
635,Charlotte Melton,Consumer,Pakistan,Punjab
636,Anna Chung,Consumer,France,Provence-Alpes-Côte d'Azur
637,Muhammed Lee,Consumer,Austria,Vienna
638,Valerie Takahito,Home Office,United States,Texas
639,Jamie Kunitz,Consumer,Australia,Northern Territory
640,Sarah Bern,Consumer,United States,Illinois
641,Todd Boyes,Corporate,Australia,Queensland
642,Michelle Tran,Home Office,Turkey,Gaziantep
643,Jim Sink,Corporate,United Kingdom,England
644,Neil Knudson,Home Office,France,Ile-de-France
645,Nick Radford,Consumer,United States,Illinois
646,Stephanie Ulpright,Home Office,Panama,Panama
647,Sung Chung,Consumer,Colombia,Bogota
648,Cynthia Arntzen,Consumer,Ukraine,L'viv
649,Erica Bern,Corporate,Mexico,Durango
650,Angele Hood,Consumer,Belgium,East Flanders
651,Rick Duston,Consumer,United States,New York
652,Becky Pak,Consumer,Poland,Pomerania
653,Eleni McCrary,Corporate,Dominican Republic,Santo Domingo
654,Jennifer Ferguson,Consumer,South Africa,North-West
655,Ross DeVincentis,Home Office,Germany,Baden-Württemberg
656,Ivan Liston,Consumer,Iran,Razavi Khorasan
657,Carl Weiss,Home Office,United States,Texas
658,Victor Preis,Home Office,Colombia,Bogota
659,Marc Crier,Consumer,France,Nord-Pas-de-Calais
660,Joy Daniels,Consumer,Dominican Republic,Santo Domingo
661,Adam Hart,Corporate,Italy,Lazio
662,Cyra Reiten,Home Office,Guatemala,Guatemala
663,Sally Matthias,Consumer,Italy,Veneto
664,Keith Dawkins,Corporate,Poland,Lodz
665,Joni Wasserman,Consumer,Honduras,Francisco Morazán
666,Kelly Collister,Consumer,Mexico,Distrito Federal
667,Jill Fjeld,Consumer,Italy,Lazio
668,Vivek Grady,Corporate,Denmark,South Denmark
669,Charles Crestani,Consumer,South Africa,Western Cape
670,Lindsay Shagiari,Home Office,United Kingdom,England
671,Juliana Krohn,Consumer,Germany,Lower Saxony
672,Jeremy Lonsdale,Consumer,Russia,Dagestan
673,Thomas Thornton,Consumer,Iraq,Baghdad
674,Stefania Perrino,Corporate,Saudi Arabia,Makkah
675,Joseph Airdo,Consumer,United Kingdom,England
676,Julie Prescott,Home Office,China,Guangdong
677,Joel Eaton,Consumer,United States,Colorado
678,Stuart Van,Corporate,Mexico,Nuevo León
679,Justin Deggeller,Corporate,Saudi Arabia,Ar Riyad
680,Andy Gerbode,Corporate,Nigeria,Kano
681,Deanra Eno,Home Office,Morocco,Souss-Massa-Draâ
682,Denny Ordway,Consumer,Turkey,Adana
683,MaryBeth Skach,Consumer,Peru,Lima (city)
684,Christopher Schild,Home Office,Mexico,Distrito Federal
685,Philip Brown,Consumer,Honduras,Cortés
686,Jason Gross,Corporate,Mongolia,Ulaanbaatar
687,Noel Staavos,Corporate,United States,California
688,Pete Kriz,Consumer,Mexico,Colima
689,Cathy Prescott,Corporate,Saudi Arabia,Ar Riyad
690,Nicole Brennan,Corporate,Canada,Quebec
691,Victoria Brennan,Corporate,Venezuela,Zulia
692,Christina DeMoss,Consumer,Brazil,Pernambuco
693,Tom Ashbrook,Home Office,India,Tamil Nadu
694,George Zrebassa,Corporate,Russia,Amur
695,Frank Preis,Consumer,Indonesia,Nusa Tenggara Timur
696,Keith Herrera,Consumer,United Kingdom,England
697,Dionis Lloyd,Corporate,Turkey,Bursa
698,Helen Abelman,Consumer,United States,New York
699,Sally Knutson,Consumer,Brazil,Pará
700,Michael Chen,Consumer,United States,Mississippi
701,Don Miller,Corporate,United States,Florida
702,Dan Campbell,Consumer,United States,Texas
703,Claire Gute,Consumer,United Kingdom,England
704,Hilary Holden,Corporate,Germany,Baden-Württemberg
705,Cari MacIntyre,Corporate,Australia,Western Australia
706,Deirdre Greer,Corporate,Peru,Lima (city)
707,Brian Moss,Corporate,United States,Texas
708,Dario Medina,Corporate,Germany,Lower Saxony
709,Paul Van Hugh,Home Office,United States,Texas
710,Shirley Schmidt,Home Office,United States,Delaware
711,Barbara Fisher,Corporate,United States,New York
712,Catherine Glotzbach,Home Office,Turkey,Istanbul
713,Craig Reiter,Consumer,Tajikistan,Khatlon
714,Corey Catlett,Corporate,China,Shandong
715,Doug Bickford,Consumer,France,Brittany
716,Maureen Gastineau,Home Office,Australia,Western Australia
717,Adrian Hane,Home Office,United States,Arizona
718,Patrick Bzostek,Home Office,Indonesia,Jawa Barat
719,Ritsa Hightower,Consumer,Kenya,Rift Valley
720,Alex Grayson,Consumer,United Kingdom,England
721,Erin Mull,Consumer,United States,New York
722,Gene McClure,Consumer,Brazil,Parana
723,Larry Hughes,Consumer,El Salvador,Cuscatlán
724,Luke Foster,Consumer,United States,Texas
725,Logan Currie,Consumer,Mexico,Sinaloa
726,Mathew Reese,Home Office,France,Nord-Pas-de-Calais
727,Clytie Kelty,Consumer,Germany,Saxony
728,Sonia Sunley,Consumer,United States,California
729,Phillip Flathmann,Consumer,Cameroon,Nord
730,Mick Hernandez,Home Office,Honduras,Cortés
731,Corinna Mitchell,Home Office,Iran,Mazandaran
732,Maria Bertelson,Consumer,United States,Arizona
733,Amy Cox,Consumer,France,Ile-de-France
734,Matthew Grinstein,Home Office,United States,Washington
735,Jesus Ocampo,Home Office,France,Provence-Alpes-Côte d'Azur
736,Parhena Norris,Home Office,China,Inner Mongolia
737,Elizabeth Moffitt,Corporate,Nigeria,Lagos
738,Clay Rozendal,Home Office,Vietnam,Ho Chí Minh City
739,Thomas Boland,Corporate,Indonesia,Sulawesi Tenggara
740,Jeremy Pistek,Consumer,United Kingdom,England
741,Alan Hwang,Consumer,Algeria,Alger
742,Henry MacAllister,Consumer,China,Liaoning
743,Matt Collins,Consumer,Germany,Hamburg
744,Alan Dominguez,Home Office,Brazil,Amazonas
745,Sylvia Foulston,Corporate,Australia,New South Wales
746,Sibella Parks,Corporate,Honduras,Choluteca
747,Michael Oakman,Consumer,Spain,Madrid
748,Robert Barroso,Corporate,United States,California
749,Denise Monton,Corporate,Italy,Piedmont
750,Joel Jenkins,Home Office,Turkmenistan,Mary
751,Tim Brockman,Consumer,France,Provence-Alpes-Côte d'Azur
752,Trudy Schmidt,Consumer,Netherlands,North Holland
753,Frank Merwin,Home Office,United States,California
754,Anthony O'Donnell,Corporate,United Kingdom,England
755,Nora Preis,Consumer,United States,Ohio
756,Kimberly Carter,Corporate,Iraq,Ninawa
757,Susan Pistek,Consumer,Brazil,Pernambuco
758,Tracy Collins,Home Office,Japan,Tokyo
759,Brad Norvell,Corporate,United States,North Carolina
760,Carl Jackson,Corporate,Tanzania,Dar Es Salaam
761,Pete Takahito,Consumer,United States,Texas
762,John Castell,Consumer,United States,Georgia
763,Doug Jacobs,Consumer,Spain,Madrid
764,Harold Ryan,Corporate,New Zealand,Waikato
765,Fred Harton,Consumer,United Kingdom,England
766,Joni Blumstein,Consumer,Netherlands,North Holland
767,Jim Kriz,Home Office,United States,California
768,Karen Daniels,Consumer,Germany,North Rhine-Westphalia
769,Henry Goldwyn,Corporate,United States,California
770,Olvera Toch,Consumer,Nicaragua,Managua
771,Zuschuss Carroll,Consumer,Germany,Berlin
772,Ben Peterman,Corporate,Brazil,São Paulo
773,Helen Wasserman,Corporate,Iran,Fars
774,Karen Ferguson,Home Office,United States,California
775,Theresa Coyne,Corporate,China,Jiangsu
776,Barry Gonzalez,Consumer,United Kingdom,England
777,David Bremer,Corporate,Nigeria,Kwara
778,Jim Epp,Corporate,El Salvador,San Salvador
779,John Murray,Consumer,Mexico,Michoacán
780,Rob Beeghly,Consumer,Brazil,Amazonas
781,Justin Ritter,Corporate,Japan,Tokyo
782,Brenda Bowman,Corporate,Australia,Queensland
783,Bill Overfelt,Corporate,Mexico,México
784,Theone Pippenger,Consumer,South Korea,Seoul
785,Sean Christensen,Consumer,Cuba,Sancti Spíritus
786,Justin Ellison,Corporate,Australia,South Australia
787,Ken Dana,Corporate,Austria,Vienna
788,Katherine Nockton,Corporate,Indonesia,Jawa Tengah
789,Nora Paige,Consumer,Australia,Australian Capital Territory
790,Jenna Caffey,Consumer,Nigeria,Lagos
791,Maris LaWare,Consumer,Dominican Republic,Santo Domingo
792,Robert Marley,Home Office,Hungary,Budapest
793,Chad Cunningham,Home Office,Italy,Veneto
794,Adrian Shami,Home Office,China,Guangxi
795,Giulietta Baptist,Consumer,Indonesia,Nusa Tenggara Timur
